text,likes,platform,text_length,sentiment,confidence,mentioned_majors
很多大学变成了计算机培训学校[感谢],0.0,Zhihu,18,positive,0.6134279370307922,['计算机科学与技术']
可惜我当年填专业没看他 结果选了心理学,0.0,Zhihu,19,positive,0.9546079635620117,['未明确提及']
张雪峰是懂大学的，有很多大学老专业还行，新设专业真的是一言难尽，但是张雪峰不懂就业形势，他的那个团队也只是通过当下的就业行情来推荐专业，然而很多专业的就业形势4年就可能是天翻地覆，建议还是想好自己想学的专业在去找他根据成绩和专业来推荐学校是最优解。,0.0,Zhihu,124,positive,0.9521898627281189,['未明确提及']
我认识本校心理学系个朋友，其中一个很大的就业渠道你想不到，是统计和数据处理相关的，比如市场分析，比如药物试验。因为这个工作内容和他们的学习内容真的强相关。就是设计试验，招募和筛选被试，控制实验流程避免干扰，处理数据，分析相关性，排除干扰找到真正的因果关系。,0.0,Zhihu,128,positive,0.9851444959640503,['自动化']
他这样的人允许存在，但只能短时间存在，他的曝光时间已经超出预期了，是时候退出了,0.0,Zhihu,39,neutral,0.5722661018371582,['未明确提及']
心理学这个，真的天赋很重要，而且最好家庭有底子,0.0,Zhihu,23,positive,0.9928183555603027,['未明确提及']
命理学？还有这个专业，特别适合我啊……哪里学？,0.0,Zhihu,23,positive,0.9439770579338074,['未明确提及']
学医 最重要的是就业[惊喜] 不是学了就有饭碗,0.0,Zhihu,23,positive,0.9716060757637024,['未明确提及']
他从来也没推荐985的学生报土木……真的吗？鲁信，我不豫,0.0,Zhihu,28,neutral,0.5406171679496765,['土木工程']
新闻学其实在人文社科中算是能打的，起码毕业出路要比其他文科强的多，仅次于金融法律,0.0,Zhihu,40,positive,0.9912546873092651,"['金融学', '法学', '新闻学']"
第一段就有问题，传播这种误读的自媒体可未见得是新闻专业的,0.0,Zhihu,28,negative,0.852753758430481,['新闻学']
这下更不能选新闻专业了[飙泪笑][飙泪笑][飙泪笑],0.0,Zhihu,26,positive,0.6170169115066528,['新闻学']
我就是新闻专业 我只能说 不加这个背景 张雪峰这句话也没啥毛病 新传属于文学大类考研最卷 国家线360+  就业 由于没有专业壁垒 所以工资待遇也不会很高 就算有很高的也不是因为这个专业带来的加持 工作也难找  找到了也不一定待得住 可替代性非常强   只能说谎言不会伤人 真相才是快刀 这些新闻学教授就是利益相关  急了呗 你这么搞 他们以后还怎么申请到更多的科研经费,0.0,Zhihu,185,positive,0.7359651923179626,['新闻学']
哈哈哈 因为新闻就是这样的，下次见到评论一句，学新闻学的[飙泪笑],0.0,Zhihu,33,positive,0.904344379901886,['新闻学']
新闻专业的人也算立功了，至少让我们看到了他们怎么把自己弄死的[大笑],0.0,Zhihu,34,positive,0.9844304919242859,['新闻学']
原视频链接能发一下吗？,0.0,Zhihu,11,negative,0.8122662901878357,['未明确提及']
还是比较喜欢新闻，其他的文科都不感兴趣啊[大哭][大哭],0.0,Zhihu,28,positive,0.9168369770050049,['新闻学']
普通家境的学生家长好不容易找到一个可以帮助自己孩子的方法，张雪峰说的都是实话，可是就是有人听不得实话，动了某些利益集团的蛋糕啊！,0.0,Zhihu,64,positive,0.9251204133033752,['未明确提及']
张雪峰奉行的是一种以家庭条件为中心的实用主义,0.0,Zhihu,22,positive,0.988860011100769,['未明确提及']
张雪峰不是很关注，个人觉得水平确实有，说的有些东西还是很对的……不过自己的路终究都要自己走[感谢],0.0,Zhihu,49,positive,0.9890937805175781,['未明确提及']
你应该没读过研究生吧，没怎么接触过大学的科研职能，所以才会有哈工大、哈工程是张雪峰吹出来的印象。,0.0,Zhihu,48,positive,0.642639696598053,['土木工程']
他说的，有一层意思，就是家里没资源，没人脉，不富裕的，其实可以考虑不用读了。,0.0,Zhihu,38,positive,0.9869558811187744,['未明确提及']
理科白涨了个脑子，没有分配全议价权，靠选课，靠花里胡哨的技术一样就获得应得的回报吗？连选课都要花2w的脑子，基本上也就这样了。用这种模棱两可花里胡哨的方式让大家忘记了劳动本来就应该得到报酬这个根本交易规则。这样的理科越努力让同类下一代花里胡哨的获取报酬的台阶越高[嘘],2.0,Zhihu,134,positive,0.720368504524231,['未明确提及']
我小孩的一年级语文老师，是学汉语言学的，哎呦喂，那个课讲的啊，太细了啊，知识面相当广了，课堂氛围非常高，老师都很少布置课后作业，但是课堂效率相当高了，考试100%都是A。课本上的知识点，随便说一个，孩子们都知道在哪学的，课后的生字，随便点出一个，孩子立马盟从课本里翻出来，就是这么牛一老师。我小孩一年级的时候很头疼写字，我让他写作业，看图写话，他拿过图来，看一眼就开始说，说的还挺好，就是可惜写起来太慢了。她经常说，可能是她学汉语言学的，专业对口，所以教学质量高点。后来二年级换了老师，真的是没有对比就没有伤害[为难][为难]知识点讲的不怎么细了，我后来都开始和孩子按照一年级老师的风格去重新顺一下课文中的知识点了，那个作文也是，现在写字飞快了，可是脑子里写不出来，我还要单独抽时间教孩子学作文[为难][为难],0.0,Zhihu,355,positive,0.9730696678161621,['师范类']
我特别喜欢他，都去学理科，干的漂亮，我就让孩子学文科，只有傻子才学理科，除了顶尖的理科生，其他都是随时被ai，电脑替代的养料，技术不停的迭代，你就学吧，我们大学毕业时候会个CAD，建模已经是顶尖的了，看看现在，只有我们才知道，理科生在单位混的有多差，还妄想靠技术有口饭吃，学的都是落后技术，操作还不如技校生，吃苦不如中专生，而人与人的沟通和交流才是社会永存的，说实话得罪太多人，当我是弱智就好了。,0.0,Zhihu,198,positive,0.7687649130821228,['未明确提及']
文科生没啥意思，大多数专业谁都能干，就业率很低，只能考公，高中阶段还得学理科。纯理科那种。,0.0,Zhihu,45,negative,0.7899853587150574,['未明确提及']
什么叫哈工大哈工程衰落了？你高考多少分啊就想报哈工大？哈工大那是你想进就进，想出就出的？做什么美梦呢？,0.0,Zhihu,51,negative,0.7522791028022766,['土木工程']
假设，只是假设孩子的父母一起努力考博 考教授等高职称，对于小孩将来就业是否有帮助吗？如果一个人的力量不够，多几个人呢？只是假设。,0.0,Zhihu,64,positive,0.9302874207496643,['未明确提及']
汉语言文学是万金油专业，就业面广病不代表好。。。,0.0,Zhihu,24,neutral,0.5915339589118958,['未明确提及']
你说的还是有偏见。哈工大20年前就没落了……井底之蛙。电气工程基本上都是培训班炒起来的，老张只是说实话。,0.0,Zhihu,52,neutral,0.5364928841590881,"['土木工程', '电气工程']"
文科生几十年来干了些啥，大家看不到吗？吉大的理工女生，考了武大的新闻研究生，就变成要核平中国的恶毒女，跑到日本饿死，家庭好不容易从小学中学大学培养的人，活活被文科圈忽悠致死。,0.0,Zhihu,87,neutral,0.5376030206680298,['新闻学']
曾经劝那些学汉语言文学的要惨，如果未来体制收紧/改改条件，加一点其他限定条件，岂不是很惨,0.0,Zhihu,44,positive,0.9024181962013245,['未明确提及']
只有你这种比他学习还差的人，需要他指导，中国大部分家庭，没有他照样报考好好的。这只是一个把功利主义写在脑门上的人，但也是追一头掉一头。,0.0,Zhihu,67,positive,0.7922645807266235,['未明确提及']
本博8年？我邻居读的中医，怎么8年是本硕呢？,0.0,Zhihu,22,negative,0.7988309264183044,['未明确提及']
哈工大二十年前就没落了？真能扯,0.0,Zhihu,15,negative,0.9329180717468262,['未明确提及']
医学生没必要读博，医学专业非常好就业。你去看看各个省份事业编联考，医学岗位永远是报录比最低，分最低的，即使是专科医学去乡镇卫生院也不是难事，这个性价比可以说是非常高了,0.0,Zhihu,83,positive,0.7769410610198975,['临床医学']
知乎就是关车门的[飙泪笑],0.0,Zhihu,13,neutral,0.5001615285873413,['未明确提及']
张就是贩卖焦虑，收割韭菜，一般老百姓都幻想张还能救他[思考],2.0,Zhihu,30,neutral,0.5035266280174255,['未明确提及']
不如研究研究早饭晚饭，运动健身,1.0,Zhihu,15,neutral,0.5613215565681458,['未明确提及']
奈何很多人认为存在救世主能够救自己，认识不到只有自己才能救自己,0.0,Zhihu,31,positive,0.977387011051178,['未明确提及']
新闻专业这种行为只是在为张雪峰佐证而已,0.0,Zhihu,19,positive,0.7505647540092468,['新闻学']
客观全面冷静中肯。[赞][赞][赞]写得太好了。幸好有你！[爱],0.0,Zhihu,32,positive,0.9706911444664001,['未明确提及']
简单说就是：在蒙古报考海军,0.0,Zhihu,13,positive,0.7001628279685974,['未明确提及']
在互联网流量的大潮下，还讲什么情怀和理想，天天把这放最先，早就给有流量的淘汰了，还来什么新闻理想呢～,0.0,Zhihu,50,negative,0.8226029276847839,['新闻学']
数学不好的人，肯定搞不好新闻，只会变成输出情绪和卖弄文笔的文痞。,0.0,Zhihu,32,neutral,0.5662938952445984,['新闻学']
女生也没必要选新闻，法学财会，金融汉语言,0.0,Zhihu,20,positive,0.7630094885826111,"['金融学', '法学', '新闻学']"
那个地铁偷拍误会人家的女生就是新闻的吧 哈哈哈,0.0,Zhihu,23,positive,0.8091530203819275,['新闻学']
即便他针对的是全国考生，我觉得说的也对你看看现在的那些新闻，那叫新闻？那叫赚流量！,0.0,Zhihu,41,negative,0.7785711884498596,['新闻学']
先把自己的学历说清楚了再来指导别人吧,3.0,Zhihu,18,positive,0.9370505809783936,['未明确提及']
当年卍比他还真诚，还更加爱国，更加激情，愚蠢无知+真诚=残暴,0.0,Zhihu,30,positive,0.8203228712081909,['未明确提及']
管理学这么垃圾[捂脸],0.0,Zhihu,11,neutral,0.5985594391822815,['未明确提及']
他让那些自以为高人一等的人急红眼了,0.0,Zhihu,17,positive,0.937189519405365,['未明确提及']
这个也够的上知乎遗风了。,0.0,Zhihu,12,positive,0.7384856939315796,['未明确提及']
确实如此，我反正不明白张雪峰有什么好吐槽的。分低你本身就没有多少选择空间，你挑的那些学校都是人家高分段看不上剩下的，当然有这样那样的问题，结果好家伙，你又要稳定又要轻松又要挣钱，你当高分段的人是傻子不成。。这种情况张雪峰该怎么给建议？本身就不存在这种路怎么给建议，训两句泼个冷水又怎么了，这种人真是读书糊涂了十二年这会儿还没醒。,1.0,Zhihu,164,negative,0.8053377270698547,['未明确提及']
这些不是常识就是百度就有的 搞笑,0.0,Zhihu,16,positive,0.6033430695533752,['未明确提及']
你都读过大学了，还能得出这等逆天言论。,3.0,Zhihu,19,positive,0.9209257960319519,['未明确提及']
分析的很好，对于普通人来说，张老师很实用,0.0,Zhihu,20,positive,0.9935911893844604,['师范类']
文科张老师会推荐你师范法学汉语言，也不会推荐新闻,0.0,Zhihu,24,neutral,0.5666300654411316,"['法学', '师范类', '新闻学']"
"现在的新闻从业者实在是该多看看邵飘萍老先生的""铁肩担道义，辣手著文章""。",0.0,Zhihu,36,positive,0.9911925196647644,['新闻学']
这些为新闻学发声，大部分都是靠新闻学吃饭，都不报这个，他们喝西北风去,0.0,Zhihu,34,negative,0.7740478515625,['新闻学']
这个“新闻”引起的“新闻”恰好也说明了一些问题,0.0,Zhihu,23,positive,0.9884904623031616,['新闻学']
说实话，现在大部分的新闻离新闻的底线越来越远了。走捷径，博流量，其实已经算不上新闻了，更像是作文。新闻是光，不是热。,0.0,Zhihu,58,positive,0.891337513923645,['新闻学']
他们比你自己还清楚是怎么回事，不这样哪来的关注度?怎么挣钱?,0.0,Zhihu,30,negative,0.866394579410553,['未明确提及']
媒体还是和平常一样，不调查研究就下场撕，说明已经完蛋了,0.0,Zhihu,27,negative,0.6805727481842041,['新闻学']
新闻已死，剩下的只是娱乐！,0.0,Zhihu,13,negative,0.6245399117469788,['新闻学']
赞一波[赞同]顶你上去。,0.0,Zhihu,12,positive,0.952168881893158,['未明确提及']
学新闻的媒体、记者这不是满嘴跑火车，等同于造谣！[doge],0.0,Zhihu,30,neutral,0.5642382502555847,['新闻学']
有没有可能正是因为他们学的新闻专业，才知道怎么制造矛盾点和热点,0.0,Zhihu,31,positive,0.9760740995407104,"['机械工程', '新闻学']"
反正我相信相由心生，张雪峰看着就是一能说会道的销售，销售的本事就是敢夸大，敢断言，别急着站队。,0.0,Zhihu,47,positive,0.9374721050262451,['未明确提及']
数学不好学中文法学考公考教师不比新闻强多了？要是愿意出海外学小语种一样好啊,0.0,Zhihu,37,neutral,0.5331242084503174,"['法学', '师范类', '新闻学']"
一个有良心的人，总是受伤害,0.0,Zhihu,13,negative,0.7672081589698792,['未明确提及']
这就是新闻学捏[飙泪笑],0.0,Zhihu,12,negative,0.6311448812484741,['新闻学']
人家新闻学的叫兽都来怼张老师了，这个大抵就是社会主义现状吧。,0.0,Zhihu,30,positive,0.9782053828239441,"['师范类', '新闻学']"
川大地铁诬陷门那个女的好像就是新闻学的人才吧?,0.0,Zhihu,23,positive,0.6497082710266113,['新闻学']
新闻专业×反贼培训班✓,0.0,Zhihu,11,positive,0.8941535353660583,['新闻学']
想读个研卷学历以后进公司做数据分析，统计学还是应用数学好一点？我本人没啥数学天赋，但也不讨厌数学。,1.0,Zhihu,49,positive,0.762590765953064,['未明确提及']
辶㇏mjnb@5  ㇏m  是,1.0,Zhihu,15,neutral,0.5515032410621643,['未明确提及']
会计本真的很好，接地气又接天气。属于是商科里的计算机，有技术壁垒,30.0,Zhihu,32,positive,0.9884231686592102,"['计算机科学与技术', '会计学']"
我就是经济学院的，只能说上下差比较大。好的能去国开行，人行省分或者投行，差的就是柜员和券商营业部,5.0,Zhihu,48,negative,0.6485165357589722,['金融学']
两菜一毛本来就保研率低啊,4.0,Zhihu,12,negative,0.8150755763053894,['未明确提及']
卧槽金院大一上三中一华实习？？？牛逼,3.0,Zhihu,18,negative,0.6510423421859741,['未明确提及']
您说得比较客观，年后也去贵校读研，您主要谈了本科就业情况，最新数据显示贵校本科升学率半数以上，升学后就业基本就是发愁能否更好,1.0,Zhihu,62,positive,0.9428378939628601,['未明确提及']
24年看到经济学院，直接排除贸[捂脸],1.0,Zhihu,19,positive,0.7081868648529053,['金融学']
会计学不就是工商管理类么[思考]财务管理也是,1.0,Zhihu,22,positive,0.7583891749382019,['会计学']
高考远高于开武中厦的经管？应该是高于投档吧。,1.0,Zhihu,22,positive,0.915246844291687,['未明确提及']
一看就是我洼财的校友[doge],0.0,Zhihu,16,neutral,0.5091924667358398,['未明确提及']
我就是商院的，我们院差的也本科进省分银行了呀，选调的也很多，更别提保研上交，中科大的了,0.0,Zhihu,43,positive,0.8200810551643372,['金融学']
说得特别对，张是对特定的人特定的条件，一个男生理工科590报新闻专业，这是自己浪费自己的考分，张是想让普通的底层人员把自己的考分和擅长的东西发挥到最大作用。但是那么网上的教授只是断章取义，只为自己专业的招生利益，而不去考虑每个人的实际情况。用自己自认为的逻辑去搬弄是非,0.0,Zhihu,134,negative,0.6431056261062622,['新闻学']
新闻专业本身就是不咋地，都是墙头草。,0.0,Zhihu,18,negative,0.822806179523468,['新闻学']
新闻学等于花钱买流量＋断章取义,0.0,Zhihu,15,negative,0.9448328614234924,['新闻学']
现在好多媒体人关心的都不是老百姓关心的,0.0,Zhihu,19,positive,0.7932825684547424,['新闻学']
看到这个回答是最多赞就放心了，戏子当头，资本的附庸，现在的新闻还能看？,0.0,Zhihu,35,positive,0.9457091093063354,['新闻学']
所以 不也说明在当下 学新闻没用嘛！哎 胡编乱造 虚假新闻太多了 弱弱的说下 统计类数学专业真不错,0.0,Zhihu,49,negative,0.7535455226898193,['新闻学']
说明一下，不是工科专业找工作对女生不友好，而是工科专业讲究实操，工作环境强度等女生不适应。这个不适应小部分是生理原因，大部分是心理原因。女生如果抛开性别身份，在工科还是有优势的，就像网友说的，在你觉得主要是女性从事的职业，男性就业就会有隐藏加分，比如幼师，护士等。反之亦然，如果女生把自己当成力气有点小的男人，在工科专业就业时反而会得到优待。,0.0,Zhihu,171,positive,0.8446540236473083,"['护理学', '环境工程']"
看个标题就开始吵架的人，是真的爱看新闻吗？,0.0,Zhihu,21,negative,0.6585280895233154,['新闻学']
可能得罪了谁，被特意拎出来教训的,0.0,Zhihu,16,negative,0.9465783834457397,['未明确提及']
铁路类，电力类专科学校，你专科分是上不了的，都在本科分数线以上,0.0,Zhihu,31,neutral,0.513119101524353,['电气工程']
如果经济学转会计呢……譬如说c9经济学本科毕业再考个cpa,0.0,Zhihu,29,positive,0.873788058757782,"['金融学', '会计学']"
应用经济学，工商管理类？？,0.0,Zhihu,13,positive,0.6716346144676208,['金融学']
请问现在的形式下上财会计有必要转经济学吗，个人对会计的兴趣不是很强烈,0.0,Zhihu,34,positive,0.8748787045478821,"['金融学', '会计学']"
会计学就业去向和薪资咋样呢，当时考了上财的自招，会计学降了60分，后来没去，想了解下人生的另一种可能,0.0,Zhihu,50,positive,0.9879745244979858,['会计学']
"md,我商院我就废了呗[魔性笑][滑稽]",0.0,Zhihu,20,neutral,0.5234617590904236,['未明确提及']
真想不重要，搞大是关键。,0.0,Zhihu,12,positive,0.9546882510185242,['未明确提及']
一个人到底有没有穿裤子，实际上大家都知道[飙泪笑],0.0,Zhihu,25,positive,0.6448091268539429,['未明确提及']
很遗憾的说，我们的宣传工作做这么差。是不是。。。。。。,0.0,Zhihu,27,negative,0.9116246700286865,['未明确提及']
确实，家里亲戚让我给他们小孩推荐专业我都会先问数学物理成绩怎么样,0.0,Zhihu,32,positive,0.9845132231712341,['未明确提及']
这就是如今的新闻人[大笑],0.0,Zhihu,13,positive,0.8031772971153259,['新闻学']
我觉得他让好多人避坑了，有些就不该存在,0.0,Zhihu,19,neutral,0.5639548897743225,['未明确提及']
全世界的新闻专业现在都这样，没有真相，只要流量,0.0,Zhihu,23,positive,0.7311451435089111,['新闻学']
标题党，张雪峰什么时候最不推荐会计专业了？,66.0,Zhihu,21,negative,0.7461041212081909,['会计学']
[大笑]把会计代入成数学。会计在财会甚至金融领域的地位差不多就是数学在生活中的地位。你从事财会和金融怎么可能不懂会计？就像你生活中能不略懂数学？直来直学的思维学什么都白扯，难道学数学专业的出来就只能研究数学了？只能在高校前端领域就业了？[飙泪笑]天天说会计差的你在文科领域找一个泛用更好的专业来。叫你学会计就只学会计了？现在行业都开始复合都是大学天天搞互联网+创新，你还搁着那做账记账。你说你赚不到钱怪谁？文科里面就业最容易的专业，打破文科固有就业难的属性。就凭这一点还不行吗？,27.0,Zhihu,239,positive,0.7269992232322693,"['金融学', '会计学']"
卧槽，2024年了，老财居然在卷打字速度啊[尴尬][尴尬]不看日期我还以为1998年呢,23.0,Zhihu,43,neutral,0.5016393661499023,['未明确提及']
基础会计确实已经饱和，但是和大数据相结合的数智会计可是市场的香饽饽，还有数智审计,15.0,Zhihu,40,positive,0.9763344526290894,['会计学']
会计专业马上在未来几年迎来失业浪潮,4.0,Zhihu,17,positive,0.9238865375518799,['会计学']
可是文科生也没啥实用的专业可报啊，干脆还是按照自己兴趣报吧,5.0,Zhihu,29,positive,0.7173941731452942,['未明确提及']
因为门槛低，是个人考个证都能入行,5.0,Zhihu,16,positive,0.6475868821144104,['未明确提及']
法律财会汉语言，张极力推荐的把，然后考公,2.0,Zhihu,20,positive,0.9935530424118042,['法学']
我是个老会计了吧，从事会计工作近30年了。因8年前偶然因素，于4年前单独成立会计代理记帐机构，刚开始会计记帐的第一年，因只有我一个人，凭证录入成了问题，于是找以前的同事帮忙，我发现了问题：人工录入会计凭证效率低、易出错，还有额外成本支出，也出于对代理记帐行业的危机感，我陷入思考... ，从既要快速录入凭证，也要省成本的角度，我凭着对EXCEL函数的小精通，在不到一个月时间内做出了智能会计凭证系统，即数据生成凭证：银行流水生成凭证、销项发票数据生成凭证、进项发票生成凭证等等。极大地减少了人工录入会计凭证的机会，而且标准通一，不易出错，将原来两个人的工作代替掉了。所以说，我赞同未来基础会计人员没有机会，基础会计工作已经被取代了相当大的部份。,2.0,Zhihu,322,positive,0.9090709686279297,"['金融学', '会计学']"
用过这个打字软件还是很不错的，大人小孩都可以练！[爱],2.0,Zhihu,27,positive,0.9893484115600586,['计算机科学与技术']
但凡你说了真话，动了有些人的利益，他们就开始叫了[不抬杠],0.0,Zhihu,29,positive,0.6556447744369507,['未明确提及']
1.一个新闻学院副教授，偏听偏信不去追根溯源，这就是新闻专业人的态度？2.断章取义制造对立，为了流量不要下线，这就是新闻专业的精神？3.被人踩了尾巴似的记得跳脚，说明张说到痛点了。4.学新闻专业干嘛？仗着话语权去霸凌地铁上无辜的大叔吗？,0.0,Zhihu,118,negative,0.9650945067405701,"['机械工程', '新闻学']"
新闻专业有啥价值？毕业了要么当喉舌，要么搞流量，谁还在认真做严肃媒体？,0.0,Zhihu,35,negative,0.7686720490455627,['新闻学']
这是张雪峰这个话题到目前为止，最理性的评价了，不得不攒一下，清醒的人太少了，或者说揣着明白装糊涂博取流量的人太多了，上学的时候做阅读理解还要结合上下文呢，怎么都是学新闻专业的就这么能转移话题呢，越是炒作这个的话题的人，越是说明他的立场有问题。对于广大想跳出原有阶级层级的普通老百姓来说，张雪峰的建议可以说是非常实在的了。总有那么些人拿着千分之万分之几的几率来代表普罗大众，真的带的一手好节奏。,0.0,Zhihu,196,positive,0.9838475584983826,['新闻学']
说得好！[赞同]新闻人不去一探究竟，仅凭网上断章取义就妄下定论，批判抗议，我觉得真是侮辱这个专业，因为一点也不专业,0.0,Zhihu,57,negative,0.8172120451927185,['新闻学']
但是新闻确实在文科也是弟中弟吧[尴尬]和小语种卧龙凤雏，不对，小语种人家至少有专业壁垒，学文科的都能转行干新闻，学新闻的能转行干啥其他专业的[看看你],0.0,Zhihu,75,positive,0.6658935546875,['新闻学']
不这样他们怎么会有热点流量。现在的新闻都是些啥啊，流水账一样 真正社会问题不去分析，倒是天天教训年轻人[发呆],0.0,Zhihu,55,negative,0.8462207913398743,['新闻学']
新闻专业现在真没啥希望了，以前新闻还可以报道一些真实的事情，属于特权阶层，现在连个屁都不敢放。前几年还可以报道一些明星富二代官二代的花边新闻，由特权阶层论为了狗仔队，现在狗仔队都当不了[捂脸]。,0.0,Zhihu,97,neutral,0.5764034390449524,['新闻学']
白天学会计不瞌睡，晚上学会计睡不着,1.0,Zhihu,17,positive,0.7871861457824707,['会计学']
会计不是录入，你搞错了,1.0,Zhihu,11,negative,0.8887338638305664,['会计学']
知道张对文科专业推荐的口头禅不，法律财会汉语言,1.0,Zhihu,23,positive,0.990098774433136,['法学']
那文科生可以报什么专业啊[思考]，这也不让报，那也不让报[思考],1.0,Zhihu,32,neutral,0.5038524270057678,['未明确提及']
[捂脸]读完文章感觉会计没人了,1.0,Zhihu,15,positive,0.716947615146637,['会计学']
之前推荐，现在又不推荐，合着长远规划没有的吗？报会计就纯粹因为考公去的？,1.0,Zhihu,36,negative,0.7502773404121399,['会计学']
如果家里有公司可以学会计，否则莫入坑,0.0,Zhihu,18,positive,0.700883686542511,['会计学']
小键盘 打字速度？认真的吗[为难][为难][为难],0.0,Zhihu,25,neutral,0.5109845399856567,['未明确提及']
搞什么鬼，会计卷打字速度？这专业学的有多差？[尴尬][尴尬][尴尬],1.0,Zhihu,34,negative,0.9604285955429077,['会计学']
张雪峰从功利角度给家长基本上是最合适的选择，媒体就坐不住了。现在社会真是有意思,0.0,Zhihu,39,positive,0.9885196089744568,['新闻学']
新闻人断章取义的劣根性通过这件事暴露无遗，你就说还要不要学新闻学吧[捂脸],0.0,Zhihu,37,negative,0.9071484804153442,['新闻学']
属实是误打误撞了[捂脸],0.0,Zhihu,12,neutral,0.5192329287528992,['未明确提及']
莫名其妙又给张雪峰拉了一波流量，新闻学专业的该好好学习下这个案例了。,0.0,Zhihu,34,positive,0.7096949219703674,['新闻学']
就凭媒体连人家具体什么环境下说的这话都不关注就乱开评，这新闻学，确实不值得报考,0.0,Zhihu,39,negative,0.9721220135688782,"['新闻学', '环境工程']"
"我国现在那有什么新闻, 新闻已经死了. 现在全是宣传",0.0,Zhihu,26,negative,0.8744069337844849,['新闻学']
我突然想起之前看的，以前曝光三鹿还有曝光啥来着的记者都没有好下场……也就是说我们的社会环境说真话容易嗝屁,0.0,Zhihu,52,neutral,0.5308089256286621,"['新闻学', '环境工程']"
这件事现在的“热度”本身，就证明了现在新闻从业人员素养之低，瞠目结舌！[酷],0.0,Zhihu,38,positive,0.8233230710029602,['新闻学']
新闻人早就放弃了新闻专业的最基本的五要素，全部都在断章取义博眼球。,0.0,Zhihu,33,negative,0.9733484387397766,['新闻学']
张雪峰得初心本意都是好的，说的也很反应现实。。。另外还是想说说川大新闻系研究生，德不配位，为了炒作新闻，连基本事实都没搞懂就开始发挥自己的文笔，弄清事实也要将错就错的心理，漠视底层群众，麻木不仁，公德心爱心缺乏，就这种人都能入党，心术不正的人，能力越大未来对社会的危害越大，说明教育考察制度太忽视道德问题了！,0.0,Zhihu,154,negative,0.7833585143089294,"['师范类', '新闻学']"
搞新闻的情怀他们自己信么。。。信息爆炸的年代又有几个真的有踏实做新闻的人。。。,0.0,Zhihu,39,neutral,0.5104069113731384,['新闻学']
新闻专业忙着研究如何去川大保研呢,0.0,Zhihu,16,positive,0.9656669497489929,['新闻学']
新疆理科590不是985里面的理工好专业都有很广的选择面了，学个毛线新闻,0.0,Zhihu,36,negative,0.6909790635108948,['新闻学']
太赞同了，同理，如果知乎像你这样中肯的问题答复还在不断减少的话，我看知乎也没有在我手机存在的必要了 。,0.0,Zhihu,51,positive,0.7063342928886414,['未明确提及']
985相关专业，在国内做新闻行业就别谈情怀了，找工作也难，认识一群新闻硕士有的去大厂，有的私企国企写公众号，要是有别的选择还是建议试试其他吧,0.0,Zhihu,70,positive,0.7296358942985535,['新闻学']
我的评价就两个字，张薇,0.0,Zhihu,11,positive,0.8024857044219971,['未明确提及']
借楼上兄弟”自媒体+算法时代，这个专业本来就完蛋了，只会转发。调查记者，他们又不会去干。”虽然片面，但就是赞同，理科不香么，国情也需要这方面人才。峰哥说话虽然简单粗暴，到说的都是大实话，他向来如此。[飙泪笑],0.0,Zhihu,104,positive,0.8774824738502502,['新闻学']
没完蛋，还达到了热搜效果，小编还升职了,0.0,Zhihu,19,positive,0.918166995048523,['未明确提及']
看看现在的传媒媒体，地方官媒，为了博眼球流量，不择手段断章取义，引导舆论热点。**头条，官媒夹杂自媒体。自媒体抛话题引起对立博流量，话题包含男女，城市，地区对立等等。是个人会用手机就能当自媒体在网上发表各种没有任何逻辑，考究的观点和话题。,0.0,Zhihu,119,neutral,0.5696589946746826,['新闻学']
国内还有真正的做新闻的土壤吗？要面对现实,0.0,Zhihu,20,positive,0.8714336156845093,['新闻学']
就凭现在新闻媒体的德行，张雪峰的话变成对“全国人民”说都不为过！这就叫“用事实说话”——闭着眼选都比新闻强！,0.0,Zhihu,54,negative,0.6651085019111633,['新闻学']
学新闻的有什么门槛？新闻研究生研一就可以出去实习。新闻人请拿事实说话，不要喊口号。,0.0,Zhihu,41,neutral,0.5253625512123108,['新闻学']
只能说是媒体破防了[飙泪笑],0.0,Zhihu,14,negative,0.6462908983230591,['新闻学']
每一个讨论新闻能不能学的答案都避而不谈真正的问题，即使学了新闻学，难道就能直面问题的答案么？,0.0,Zhihu,46,negative,0.9313356280326843,['新闻学']
现在新闻哪有什么调查和真像？全是热点制造机罢了，笔头功夫不行就自己亲自下场去造热点——比如川大那位[为难],0.0,Zhihu,53,negative,0.7650954127311707,"['机械工程', '新闻学']"
看完你这篇解读，更加确信“新闻专业”是挺“专业”的。,0.0,Zhihu,26,positive,0.9891260862350464,['新闻学']
正是因为这样的“新闻”越来越多，我们也习惯了让“子弹再多飞一会儿”[蹲],0.0,Zhihu,36,positive,0.9399184584617615,['新闻学']
现在的新闻不都是如何把大事化小的宣传么,0.0,Zhihu,19,negative,0.6933405995368958,['新闻学']
看到下面一堆自称新闻专业学生的分析回答，再看看答主的话，真是哈哈哈哈,0.0,Zhihu,34,positive,0.6715635657310486,['新闻学']
张雪峰能得到大家的认可，就已经很说明问题,0.0,Zhihu,20,positive,0.972226083278656,['未明确提及']
鱼越大，鱼越小。新闻学的越专业，新闻写的越不专业。,0.0,Zhihu,25,negative,0.9188912510871887,['新闻学']
历史总是相似轮回，劣币驱逐良币[捂脸]，良币有良心他干不了这事,0.0,Zhihu,31,positive,0.8600172996520996,['未明确提及']
